"","GeneralType","Type","PRKCZ","EPHA2","PINK1","ID3","SFN","SESN2","SLC2A1","PTPRF","CDKN2C","JUN","GADD45A","GNG12","SHC1","LAMC1","PIK3C2B","LAMB3","TRAF5","DUSP10","CAPN2","ID2","TRIB2","TP53I3","LTBP1","EPAS1","EPCAM","HK2","CAPG","DUSP2","SPC25","ITGA6","FZD7","IDH1","FN1","IGFBP2","ARL4C","PPARG","TGFBR2","KIF15","CDC25A","LAMB2","FLNB","MITF","PHLDB2","MYLK","TIPARP","MECOM","TNIK","PLD1","TNFSF10","CLDN1","BCL6","SGCB","IL8","PTPN13","PITX2","CAMK2D","VEGFC","PARP8","ITGA2","IL6ST","MAP3K1","PLK2","SSBP2","EGR1","DUSP1","FOXC1","NEDD9","DDR1","HSPA1A","HSPA1B","BAG2","CD109","AIM1","SESN1","FYN","SGK1","MAP3K5","TNFAIP3","PERP","FAM20C","PDGFA","MAD1L1","TWIST1","GLI3","STK17A","IGFBP3","GRB10","CDK6","LAMB1","MET","HIPK2","PARP12","TNFRSF10A","DUSP4","FGFR1","SNAI2","LYN","E2F5","CCNE2","FZD6","EXT1","SNTB1","CDKN2A","TLE1","NEK6","DIP2C","CAMK1D","ITGB1","DKK1","AIFM2","PCBD1","DDIT4","FAS","DUSP5","MGMT","CD82","DDB2","DTX4","CCND1","ENDOD1","BIRC3","CASP4","ETS1","PTPN6","EPS8","MGST1","PRICKLE1","DDIT3","DUSP6","SOCS2","ELK3","FARP1","ZIC2","EFNB2","IRS2","COL4A1","COL4A2","PCK2","PRKD1","CFL2","NFKBIA","PYGL","BMP4","DAAM1","SIX4","HSPA2","FOS","VRK1","EVL","THBS1","IDH2","BLM","MVP","MLKL","PLCG2","JUP","FZD2","MAP2K6","RAC3","NDC80","LAMA3","TCF4","ATP8B1","PMAIP1","GADD45B","ICAM1","ICAM3","CDKN2D","DLL3","AXL","RELB","RRAS","TRIB3","PLCB4","PYGB","ID1","CD40","SIK1","PDK3","MSN","PHKA1","FLNA"
"HuO-3N1","bone","osteosarcoma",3.526652081,5.101337356,8.090818768,9.611885342,4.815114313,6.279872192,7.8158896,7.050478587,9.344720445,8.205865373,9.11664011,7.616182191,8.346637263,9.844413918,3.536518243,5.299245132,5.411425438,4.851929152,8.470076061,8.595647825,7.875073989,6.382770212,4.539750867,7.374964492,5.280994835,7.683590255,10.37402699,3.601082043,6.196815609,6.597721051,6.132555047,7.623658549,10.76338858,3.827335233,10.21570257,5.736195809,4.867000226,4.286162403,3.088229381,7.93503162,6.789195337,5.415957069,6.148329733,8.899431647,5.642037745,4.795080143,3.645411519,3.899378345,4.320111513,4.132053569,6.263413373,8.906204956,7.688034746,5.676511554,8.867662752,5.914517291,9.950049161,5.516701806,7.6697565,6.64862817,6.091657053,5.9937971,7.68869143,8.09662104,8.332053505,6.235693038,3.547417531,5.632777138,11.45469517,9.818850983,7.110937889,5.676791584,4.508636214,4.59250756,8.522600785,6.870179994,4.3944284,5.328780916,7.9018515,10.86997504,4.898815047,9.37559097,10.22163619,8.351597863,8.589282835,10.22099388,7.737491535,6.714023279,6.134528116,4.459514146,5.414035751,7.377725358,4.787182963,8.691045832,7.081231382,10.3465766,4.932561631,6.687144295,8.079389519,8.806817002,9.475944322,7.911081412,9.123975114,7.267713016,7.229769191,7.672955148,6.123483515,9.762053551,9.823121071,4.027264248,5.998743606,11.03352127,6.986437087,5.124730873,6.342920253,7.534610808,5.307319196,5.362255089,6.912244161,4.907026442,3.588207484,7.318206665,4.37255441,3.749243096,6.611397835,11.12009692,5.427249689,5.145563874,7.40098946,6.042837266,6.89110362,7.0149083,5.089144702,5.231416431,6.975263543,7.225466082,8.332719501,5.157848209,7.027081093,7.9446211,8.94134895,8.81861269,4.236351081,6.753633677,6.366287982,8.961733817,8.387975139,5.784351834,4.818402893,8.580118877,7.836139417,5.502819429,7.949959915,5.614081542,4.435888685,6.835736215,8.640413698,4.176897485,4.634943097,6.963670321,6.305193994,8.324538085,5.166301581,8.682085773,7.756296635,5.164208585,6.989314369,8.437104787,3.64188889,7.228188525,4.487181898,9.443307789,5.276975696,4.164738364,6.775647873,9.582206062,3.545775809,6.209328836,5.842790963,9.557309259,3.270262902,8.902867529
"HuO9","bone","osteosarcoma",3.634574692,7.901955209,7.694082797,9.361821201,3.572181586,7.790532753,7.620542301,7.320281362,9.116588907,6.41489332,9.089353891,7.606684928,7.030622626,7.398410272,5.893782638,3.983600606,4.190963982,3.362731857,6.724370112,7.640995036,8.566630615,7.540185371,9.839176173,4.231570801,3.829098975,6.725636325,4.829767964,3.888859973,6.030435503,3.437277486,8.067226634,8.648220428,8.2240735,8.857113978,8.20496414,3.313620012,4.510894876,6.565372807,5.424487837,7.025280299,6.185099182,6.832901008,4.22235818,7.488106899,6.69168517,3.179929592,4.89148291,3.807735564,2.986989491,6.27167675,5.701903383,9.209244831,3.046038661,6.975818996,10.62668804,5.984886685,4.352078153,5.243173455,3.063807189,5.607025334,8.103510745,6.678557178,5.832958456,5.519099789,3.683132238,6.890886997,3.233412329,4.066491377,9.428339815,6.219947353,8.026992243,4.915305921,3.022893469,5.085621835,7.68623416,6.710441761,3.189264172,3.386592283,5.088850218,10.35780445,8.058780664,6.478925797,9.068573793,8.45793511,6.669114322,3.625924103,6.654470458,4.443979631,2.878673718,3.433693944,5.062839632,6.624826574,3.559961029,5.296856142,7.954132885,7.308068557,3.162582315,7.488455267,7.903636596,7.690114878,7.07805334,6.783695952,8.159646494,8.18437316,4.202129299,7.723422716,5.315572643,8.905452548,9.264978539,4.843281463,6.339685434,7.741387083,5.448885977,3.495299905,6.087866168,4.125294297,6.161998765,9.912930365,3.368805178,4.875763384,2.782893206,6.776739048,4.229152491,4.330773764,6.589809336,7.222537998,4.078626368,5.075183095,3.85031241,2.953124466,5.859444097,5.496814585,6.900541668,4.166538057,3.03774209,3.458453789,3.639533833,8.06702158,6.025862072,8.860478027,8.059019162,8.109578304,11.65901246,5.768928584,7.075887072,10.95619377,4.712616637,8.443811209,6.024839949,3.564703838,8.301604401,7.442472324,4.852952534,5.321614667,2.822619661,3.67380979,4.884410288,6.719650751,6.856647052,7.940202231,3.460447712,7.979234773,3.144966,9.417613446,7.755586757,2.775043481,5.28138295,8.277951901,3.648015042,3.359002759,4.125107312,6.170336335,5.887782144,7.096888584,4.771178154,9.012673174,3.630774086,8.568550449,7.617009347,9.867135595,4.020564162,7.677495412
"MG-63","bone","osteosarcoma",3.294341907,5.197230344,7.159835474,8.541676136,3.740209533,6.67771826,6.811487275,5.654075235,8.4187502,8.311010088,8.097338075,8.305477273,7.779491903,8.938715309,5.797748416,4.096198981,6.273635895,4.680932429,9.133929966,5.056467997,8.503550255,4.818383518,8.117195018,6.209199614,3.186024933,8.178701307,8.4547231,3.873754726,6.810371521,5.251055802,6.292979599,7.386478626,10.44896269,6.7620448,7.979838025,4.58199409,5.924601232,5.298123824,4.209572832,7.329207318,6.727881376,6.051050941,3.95143958,9.298536125,7.258953894,3.59745447,2.950050057,4.363135349,3.183995981,3.502031925,5.357110044,9.37627492,3.160820846,5.034232207,7.227253146,5.589935102,9.721557788,4.407161787,4.371821071,6.730181242,7.426192447,7.85051093,4.491091123,5.727723307,5.274680886,4.954846132,4.105216426,4.406007376,9.952795839,7.886208235,7.032835161,6.18504434,3.001398198,5.147796878,7.681212889,4.331904532,5.603194811,4.337920694,8.277612009,9.158583039,4.128692765,5.11247777,7.229934271,8.254574335,7.71494841,4.543033245,6.074918658,7.934188841,5.376971619,3.807005836,4.352602539,6.589891702,3.972159761,4.000925678,7.507144557,7.452306538,5.686947965,7.466058591,6.842680669,5.824171306,10.05336553,7.966781527,3.243217799,6.528292137,6.095239474,7.486240933,6.686672622,8.946179545,9.691636072,4.187080019,7.405333887,9.728062676,6.491896174,5.492076808,6.44817518,8.708228156,5.973345077,10.30311614,6.130462863,4.505990211,3.216926194,7.172035916,4.644880447,3.823383408,8.324330031,9.71639221,5.039664269,4.644568706,6.682585401,6.286560187,7.738441672,7.399547161,7.701525153,4.816835263,4.21967286,5.153615774,6.235775118,5.463756161,8.072190901,7.523597569,7.17398891,5.993404793,5.375289889,6.489320385,6.495439024,5.478483055,3.91576717,7.412574995,4.76140078,6.979718249,8.594509054,6.621504564,8.76833128,6.03620464,3.270692264,6.32836765,8.190825081,5.754514887,7.090450769,7.224356017,3.870792727,6.858353969,7.872538225,7.426812604,6.649903989,3.100701417,7.689439115,7.090457815,4.621917632,7.666502535,3.866512197,8.349525274,4.628791895,3.733662852,4.629066312,8.004775212,3.45090968,3.800603089,3.72176226,8.871516221,4.238058217,6.910027192
"NOS-1","bone","osteosarcoma",3.403387943,8.785694224,6.826201536,10.944808,3.611323219,5.67906001,5.739751533,6.073885788,8.051357812,3.943671924,6.979289971,6.831874796,8.482155431,4.18222007,5.137126715,3.644991006,5.23864691,3.647441267,6.732044441,8.005416235,6.833454585,8.003326575,4.896456584,4.22418822,2.961625956,6.193156658,6.446977304,3.358220641,8.104653844,6.894401358,7.108095578,7.596931468,6.145964891,8.181144058,8.49012827,3.40430009,5.089830533,6.348118339,5.55150555,6.497651218,7.545828355,5.516271066,3.232844068,9.206745512,5.809012994,2.924789364,4.082205698,3.302293318,2.892597857,3.282879785,4.517633954,8.133107598,3.368369975,6.923240838,9.912502135,6.768827366,4.28171568,4.463887446,3.646885565,4.711149984,7.749204914,4.437844969,4.054517204,5.492073743,3.613677234,5.439000566,5.551396517,4.114458327,10.60680703,8.483077612,8.793409905,4.208133413,3.033109539,3.823078572,6.68367934,7.050544428,3.163490937,2.814047825,3.356382246,9.924739855,7.570979182,6.571267107,9.520052594,8.813215978,7.987575847,2.847894929,6.674754736,3.516799879,3.092529892,3.130701623,6.319940331,5.731961412,4.767739663,4.671456926,8.293406667,3.442891517,3.020103269,7.93522601,6.558670503,7.448646645,6.77809297,6.771116901,7.58903424,8.805488248,4.060478237,7.12154741,5.768645909,8.875132986,10.37170191,5.772335383,7.590966391,8.739825821,5.537330168,3.985928122,3.611696775,4.89478351,5.321409449,9.07375502,3.378904076,6.107817262,3.282827848,5.334302946,4.687686426,4.080789145,4.359925743,7.830473984,3.787165569,4.277934745,3.358966389,4.626738364,5.450314602,5.460014861,7.742617913,3.882409867,3.966815039,3.64502269,3.356712628,6.504095333,2.940495009,8.461642551,8.423939975,8.624374522,11.58952781,5.523458999,7.108444965,9.235659214,3.919630074,8.968017484,4.754309335,6.186369557,9.023450862,8.626598422,4.479111757,5.012733238,6.854239702,6.157732049,6.289926598,7.455485215,6.559590865,9.879823442,6.756567108,7.618828729,3.112017847,8.928179502,7.460624999,3.225332232,5.511653375,6.627388161,4.678532367,4.965029548,2.902779971,6.05934056,5.132150852,6.636164878,5.119913761,9.724236453,3.234460743,7.664051362,6.024330669,8.706813816,3.014024694,7.031392964
"NY","bone","osteosarcoma",3.012948136,5.223960828,8.04429894,10.36315482,3.669296285,6.823889076,7.030380774,5.488367662,8.657325236,8.358877204,10.41875991,9.117827999,7.607397744,8.333723895,4.072816717,6.4344763,6.430554189,5.260829423,8.970335704,3.478027279,6.257376984,7.92489453,6.505954653,5.264617419,3.040669431,7.021993674,7.689169474,3.199587539,6.747902563,5.732932994,5.162451053,8.026334599,9.278279886,2.911679937,8.406051052,6.691401796,5.429318724,7.29027936,4.21896929,4.483168284,6.15226082,3.47811356,5.074094879,9.508052441,7.390510911,8.183995681,4.222942068,4.204071158,2.888319175,3.66030469,5.184838299,6.992327497,7.240990586,5.49165178,7.139282216,7.399585922,8.334601127,5.681158514,7.363260676,4.978756629,4.885800359,7.690465656,6.328349291,5.289670233,4.413884411,6.177471248,2.983620147,5.0613843,11.3731125,9.738915351,7.863811399,7.599254347,6.713870643,4.18496042,6.70569028,7.187261197,4.394263956,5.058907763,6.751097062,9.263526125,5.155385714,8.302704554,9.607953067,6.17080731,7.697443778,7.462649157,7.708557891,7.575203381,5.264375217,4.897993981,5.621372772,6.276114715,5.801392541,7.28643817,5.611523098,10.14601739,3.362222916,5.963352258,5.502713535,7.58961752,8.989611212,5.459394237,7.941612409,4.215053937,6.822986731,7.181431629,5.410606428,10.56152427,9.933531136,4.817980302,3.801873436,9.19398575,4.846125009,5.669175443,2.591874173,6.788379818,6.42534728,4.355138623,4.287841931,3.193632662,4.051673355,6.017044294,4.416581893,3.613066268,7.970353177,10.68297957,5.432762314,4.073399254,5.768415256,4.807108404,7.786649091,3.772194627,5.113614656,4.755289172,4.478040878,6.380453457,6.084267909,5.520149856,7.287953814,8.994209298,8.999300257,9.56605155,7.814608867,6.483551928,7.425963918,8.393616225,4.71150699,7.776690873,4.918870569,8.455953924,5.525451003,7.233511523,8.10853447,5.075121608,2.880968293,3.564736756,8.653892296,4.063509401,7.002246619,8.549601079,3.045672771,6.163344006,5.62086829,7.002114998,5.848027197,3.029417679,7.437205808,7.348802166,4.187411139,8.372546655,4.740857784,6.625560844,5.599384552,4.151543642,6.976524831,10.93683948,4.600922572,5.489845214,5.317858588,8.9797719,3.044748929,7.767304659
"Saos-2","bone","osteosarcoma",3.735825381,8.345788639,6.999658152,10.15025488,3.563932328,7.328870141,6.154533027,5.492755502,9.532294665,7.969425653,9.144718758,7.5141219,8.69801163,7.610051323,5.021919077,4.32729347,5.675283479,5.249933482,7.324374824,4.687186076,8.061202639,5.96310856,6.532122338,6.027845289,5.373410067,8.209829157,3.093155104,4.033734131,7.09658852,3.157008503,5.366786828,7.721414202,8.400215457,3.95651571,10.06125372,5.753823728,4.956761567,6.442880653,6.104115349,7.886415655,8.04740088,4.522054345,4.043173309,9.406269613,6.087646201,3.254579729,5.239644326,4.299342983,2.900177748,3.402508764,6.034900589,7.533952229,3.463615868,6.228024547,9.321708698,6.300671943,9.365929294,5.68169564,3.375643568,4.677398392,7.774634939,3.217430896,6.39610838,6.452989202,6.579221718,5.650409228,6.474206054,5.583576659,11.02208114,9.85220377,8.664704927,4.851137193,4.760935918,5.726178122,9.475809985,5.424435522,3.205834444,4.208978698,3.471169419,3.728779549,3.228492539,6.483903493,8.791033203,7.641073956,6.834389755,3.77768069,5.629175819,6.100224654,4.797113928,3.55391371,7.309620519,6.792256694,4.094325156,3.992839995,6.509457859,10.22577967,4.250117908,8.010666203,7.275114013,6.015929524,9.028746641,6.908853826,8.644031176,10.56615762,6.841137708,6.07161706,7.832811822,8.318856767,9.833383014,4.892461126,6.774650832,11.34800484,4.573148256,5.707424407,3.825442991,5.497975221,4.9649348,8.817629579,3.071527685,4.789449524,2.885452325,6.27489425,4.844746157,3.356702204,6.054285306,7.039032898,8.197685857,4.701572964,3.324977813,4.461397442,6.591503675,7.4182903,6.779981949,4.686603129,4.426127551,3.530823988,3.416770332,5.790817505,4.45430606,8.255643168,8.360465226,10.625431,11.16341109,6.617836975,7.248633124,5.042378818,4.111010742,7.672208635,6.983297063,4.705083903,7.747023176,6.812187063,4.877750084,5.993114733,4.985109057,5.421236397,6.54421579,5.183176145,9.80929692,6.730272706,4.16166006,6.956141841,3.243626648,8.136906593,8.350544189,3.123061791,5.228838609,7.348690384,4.724803524,7.030757667,3.906773042,8.447605996,4.379313916,5.389528609,5.856165764,8.275782567,3.647363469,6.898515722,6.221603649,9.404798995,4.76217196,8.83372374
"U-2-OS","bone","osteosarcoma",5.586371318,4.952615128,5.516084556,9.158093928,9.818621132,6.966638465,6.765664422,7.894240582,7.641446468,6.783951315,9.070397303,8.844940647,7.955154461,7.139218466,4.122941541,5.397718149,5.620599676,4.157444277,8.831788583,4.253779463,8.799233371,9.293466556,6.191050189,4.01644247,3.875065979,4.881357188,5.418314902,5.016451675,9.505553081,5.565896166,6.394100607,8.110923571,9.202338489,3.075524473,9.49342785,6.04256734,5.8479447,6.58030828,6.382109048,5.783107123,7.162538559,5.482268657,7.050160993,8.104086982,4.238751196,5.729305925,5.253958567,5.002536975,2.85990243,3.779504677,5.312194977,6.254224236,4.261189794,5.292527898,7.178702344,5.151877398,4.54685427,6.193439089,5.607228389,6.02305272,7.227544767,7.094660619,5.985253074,6.785750322,3.896442728,5.6442618,4.304413582,5.430369191,11.23587599,9.548337498,8.648588231,5.300538541,3.166157854,4.757386416,4.459526907,5.369833992,3.964541357,5.213109172,5.955911715,7.24116432,7.331948254,8.226959325,3.299916682,8.500051477,6.604493598,2.889556402,6.886074626,7.549911008,4.212675287,3.656058739,5.001692671,5.719322863,3.28068527,3.569756217,4.844403465,7.970258767,5.427195793,6.177036763,6.837063638,7.104774144,7.960157549,3.837404137,3.294757088,7.968869396,5.973896176,4.673525612,5.519129923,9.62591895,2.854784119,5.645125714,8.933103497,8.876644972,5.684689979,4.812736433,6.056899182,5.679398921,8.274290403,6.518636092,7.256424781,6.500990424,4.318609283,7.075439181,4.466378426,3.891320207,5.768637214,8.863081983,7.749869375,3.941241135,3.267909746,2.795694262,7.499065418,5.283688138,3.277127244,3.446337796,3.759756992,7.423378515,8.716808732,5.911312221,6.471617248,8.501243505,7.993421543,9.145806772,10.77856164,7.036120535,9.177216155,3.352638628,4.544080628,7.479184671,4.3529082,6.58286805,5.093726434,9.144862071,7.510544626,5.773495716,4.650062286,5.45443759,8.366943956,6.345389224,4.684456883,9.43706207,3.165124582,7.470767546,3.35188751,8.542013771,7.458317111,3.080374335,4.940788517,6.376418575,5.477760979,8.086096756,4.926076246,8.399442998,4.891521966,3.225328557,4.598716262,10.01551362,7.817441811,6.937384319,4.668439877,9.200644606,4.151311924,7.060381184
"AU565","breast","breast",6.68698979,3.994809756,7.479627201,8.641538176,5.949023673,6.618290153,7.619439459,8.931370005,5.922063447,7.749560387,9.327783753,7.875150323,7.031294129,3.155982035,8.6269436,3.661138524,3.938998555,4.34889482,9.859934204,6.450571189,5.264178248,4.962986114,8.800581635,6.832570583,9.771566079,8.99882559,3.948399747,3.301730723,4.648307509,3.099137018,3.385033934,9.289676178,4.37095876,5.403548754,4.710631618,7.143993656,3.675415168,5.506757134,4.403045091,7.746096254,7.417642592,4.002265025,5.053986765,4.188534445,5.02388283,4.987682103,4.581599531,5.250258607,4.816847259,3.567067089,6.470944765,3.232130274,3.469131701,6.064473437,6.284929516,5.433859994,5.632021354,6.659773099,5.023270664,4.977320579,8.541066982,5.897403256,6.726868459,8.59672683,5.156675232,2.97102254,5.61991265,7.877086764,10.69593338,9.021505122,3.844094108,2.996158306,5.906639384,5.080366656,3.897088558,3.145963914,6.470836973,4.403440685,7.986103908,3.433725687,3.24590904,5.464494901,3.094899238,3.146854818,5.110444727,3.158833591,5.374572527,4.983803118,4.798082339,5.460006539,3.478192167,7.116063082,5.34392673,10.19391739,3.467271264,3.41067638,2.975350935,5.109841912,3.581144901,2.890565144,5.708039653,7.577849951,5.894812305,8.402220152,5.750535036,6.076817194,4.84195928,7.307903705,5.273844167,4.76957456,10.14862193,10.42774,3.008290238,6.189115817,7.123105865,9.589415154,4.156091535,9.465792438,7.628935042,6.624877527,4.169036151,7.846669322,3.457474735,6.100733364,5.138119833,11.77032923,3.309772628,5.120889734,5.796374911,3.427208788,4.333881205,4.763996673,3.147319262,3.344464409,3.497389736,3.377890617,4.453524762,6.781495381,2.990982943,5.002698826,9.505293002,10.04767869,5.301927102,8.909632715,8.156436608,6.154854684,6.444458317,7.386870776,6.148166914,5.655284744,9.007398351,5.829982336,6.089466697,6.436871491,4.229318542,9.845839113,3.507192196,4.513918811,8.025982526,5.329745008,3.787843561,4.055393395,7.440830784,5.711338578,6.849662851,3.603482808,7.116420574,4.723843754,3.184689899,3.508214953,5.499036594,7.355500213,8.604762565,7.356293865,6.052413265,3.750456556,6.302852338,7.802353043,7.228428635,4.489959392,6.231530438,4.282392891
"BT-20","breast","breast",6.112167557,5.50973557,8.128722263,7.776716401,8.559748865,6.30858839,6.718740561,8.340895041,7.272890068,7.415328796,8.62977418,7.843490373,9.483905137,7.722601113,7.294129146,6.84624645,3.879913519,4.88896249,9.573249866,2.810894932,6.525266332,6.211702235,6.919197556,5.124604428,9.465887873,6.046224875,5.302466027,3.106380897,7.100977868,6.700447951,6.115439786,11.13969513,5.495144032,8.401581067,7.616851547,8.440270178,4.264915892,5.519576803,4.616647058,6.145785336,7.384572507,4.75835535,6.701712052,3.073852566,7.403831622,4.931517842,5.819141716,5.378635076,2.910603961,3.725581551,8.71831391,3.088532274,4.688741705,4.550880735,4.473208498,6.103107021,3.395447863,3.52771828,7.14845217,4.149421769,8.421111689,7.390038785,6.46522128,9.846202437,5.885805953,6.444190168,6.999172324,7.918022855,11.7613666,10.24285252,4.023997923,3.121643424,6.81401993,6.73931221,3.668339488,6.249763236,7.133663089,4.176800025,7.931863351,7.241667126,4.979633909,5.16129206,3.611928029,5.10695321,5.194056672,3.026268664,3.402263361,5.690917969,4.718405802,4.808985839,5.587980088,7.977142133,4.770763155,9.79727683,3.400512338,6.497696269,7.595060919,5.202653673,5.617642091,7.291698137,6.00174019,3.165807041,3.483454104,8.613151504,6.932824825,4.279972501,5.223941926,8.326395312,4.157821283,3.813658796,8.281953156,8.229368357,4.528954756,7.306598957,6.653967137,9.436504873,5.483868073,10.06109498,6.900247077,5.0823891,7.290171844,7.895880192,3.542287268,7.09798631,6.662191809,12.67276271,4.853939047,4.481708255,5.400997364,4.12930049,6.331602181,5.550186888,5.639711963,3.960493116,4.550494197,3.943308311,4.002349659,5.399900214,2.712199751,5.858431308,9.364118085,4.998544104,3.26265779,8.368757949,8.388410331,6.000021971,9.770925705,7.092898046,4.638300511,5.013985385,8.252786554,6.590740725,7.665584002,7.932411768,5.25954729,8.329441078,6.600539799,5.655938554,6.318560319,7.907024922,3.708765732,3.523798754,7.304431792,5.917215491,8.851625423,6.305498241,6.755605383,6.309524886,4.304000726,3.431947624,6.123167585,7.509547602,5.903785125,3.231588236,3.888203584,11.08157089,7.260628674,6.474554386,5.69589563,7.008936116,4.966339973,6.111005081
"BT-474","breast","breast",7.433204958,4.496060509,6.841183895,8.565412274,7.32950283,7.136339106,7.106805298,8.502355118,6.344682774,8.737079788,8.375442576,5.807526763,6.462382003,5.827929272,7.520998386,3.400629053,7.171912523,5.353710385,7.217234468,8.51814211,4.269303203,6.566764932,5.508519256,4.217194416,9.627181052,6.722470453,3.590538509,4.004545545,6.29497548,5.794025574,3.5733803,8.352754128,3.105813693,8.517014055,6.83337185,3.263471013,4.157729274,5.040799597,5.623893627,6.184899356,7.170168158,3.493287774,3.362712778,3.401543507,5.345962832,3.396323853,3.109092301,3.33160083,4.669481069,3.174006085,4.997343532,3.543186277,3.357899602,4.744229908,4.308601975,6.61593752,4.529957355,4.5221567,4.083813735,3.462433728,8.043283148,5.433987663,5.164093727,8.657873247,6.028102561,3.684139458,4.429643027,7.103867831,11.48089234,10.08878344,3.621371186,3.027947853,5.215044525,6.040833271,3.49199782,4.524055857,4.161603263,3.542084346,8.167518189,7.861439521,6.612718727,6.486319234,9.372916012,6.497283084,5.902251089,4.17211933,8.373602982,5.544876014,4.285392199,3.550425189,7.805103559,6.910126529,5.365345148,10.97884161,5.155439256,3.93484144,2.999594746,8.304442025,7.501483278,4.35178246,6.689982973,3.586405114,4.783086294,9.190660847,7.223286789,6.754020639,4.208945452,6.965149069,8.08312075,4.361335202,9.283590947,8.076200196,2.970367429,6.036475508,6.606852825,8.621651906,6.441932045,6.845188632,8.075070139,5.884066818,3.108089828,6.053090217,3.169362968,6.521254294,6.098150061,11.92935098,3.589534661,5.374927684,7.410164701,4.043662831,3.319204124,7.208338862,4.756829733,6.110129215,4.1005947,3.685166019,3.453712615,7.139910622,4.49628707,5.879131814,9.191669195,3.071279918,5.180950559,8.617081894,8.160144376,3.591955861,6.97969498,7.192903573,7.576852842,5.747117807,9.289433198,6.887746669,6.474211558,3.958595592,4.120576254,9.966622726,5.373643066,4.361517702,8.78940857,6.93751141,3.11766291,3.452266953,8.435306775,7.473862653,6.657241481,3.150936113,9.135236605,6.451854427,3.656470907,3.225250419,3.732703704,6.491975304,7.837543001,6.507646994,7.137614956,9.75170268,3.579686659,4.296346277,6.727123878,3.459350947,5.324033911,7.490870632
